"","orig_GS","old_entrez_id","en2gs_GS","ens_id"
"gene_symbol19329","LINC01269",103695436,"LINC01269","ENSG00000258689"
"gene_symbol19330","CHCHD10",400916,"CHCHD10","ENSG00000250479"
"gene_symbol19331","NXF3",56000,"NXF3","ENSG00000147206"
"gene_symbol19332","SPACA3",124912,"SPACA3","ENSG00000141316"
"gene_symbol19333","LRIF1",55791,"LRIF1","ENSG00000121931"
"gene_symbol19334","KRTAP19-6",337973,"KRTAP19-6","ENSG00000186925"
"gene_symbol19335","WNT16",51384,"WNT16","ENSG00000002745"
"gene_symbol19336","BEGAIN",57596,"BEGAIN","ENSG00000183092"
"gene_symbol19337","HCFC1R1",54985,"HCFC1R1","ENSG00000103145"
"gene_symbol19338","AMZ1",155185,"AMZ1","ENSG00000174945"
"gene_symbol19339","ZMPSTE24",10269,"ZMPSTE24","ENSG00000084073"
"gene_symbol19340","NDUFAF2",91942,"NDUFAF2","ENSG00000164182"
"gene_symbol19341","ZNF572",137209,"ZNF572","ENSG00000180938"
"gene_symbol19342","NANOGP8",388112,"NANOGP8","ENSG00000255192"
"gene_symbol19343","LINC01467",101928559,"LINC01467","ENSG00000258977"
"gene_symbol19344","FMO4",2329,"FMO4","ENSG00000076258"
"gene_symbol19345","PLEKHA2",59339,"PLEKHA2","ENSG00000169499"
"gene_symbol19346","PDE7A",5150,"PDE7A","ENSG00000205268"
"gene_symbol19347","PRAMEF19",645414,"PRAMEF19","ENSG00000204480"
"gene_symbol19348","LINC01924",284294,"LINC01924","ENSG00000267134"
"gene_symbol19349","MIR6850",102465978,"MIR6850","ENSG00000283764"
"gene_symbol19350","TMEM9B",56674,"TMEM9B","ENSG00000175348"
"gene_symbol19351","LVRN",206338,"LVRN","ENSG00000172901"
"gene_symbol19352","IQSEC1",9922,"IQSEC1","ENSG00000144711"
"gene_symbol19353","AC099684.1",105371485,"LOC105371485","ENSG00000228133"
"gene_symbol19354","WASHC4",23325,"WASHC4","ENSG00000136051"
"gene_symbol19355","GCSAML-AS1",148824,"GCSAML-AS1","ENSG00000196242"
"gene_symbol19356","ARL6IP6",151188,"ARL6IP6","ENSG00000177917"
"gene_symbol19357","RPRM",56475,"RPRM","ENSG00000177519"
"gene_symbol19358","GTF3C2-AS1",100505624,"GTF3C2-AS1","ENSG00000234945"
"gene_symbol19359","CYP2W1",54905,"CYP2W1","ENSG00000073067"
"gene_symbol19360","DUSP8",1850,"DUSP8","ENSG00000184545"
"gene_symbol19361","LINC02260",339978,"LINC02260","ENSG00000250456"
"gene_symbol19362","WNK1",65125,"WNK1","ENSG00000060237"
"gene_symbol19363","MIR761",100313892,"MIR761","ENSG00000283899"
"gene_symbol19364","C3AR1",719,"C3AR1","ENSG00000171860"
"gene_symbol19365","MIR449A",554213,"MIR449A","ENSG00000198983"
"gene_symbol19366","TAZ",6901,"TAFAZZIN","ENSG00000102125"
"gene_symbol19367","MIR4698",100616486,"MIR4698","ENSG00000263838"
"gene_symbol19368","EYA4",2070,"EYA4","ENSG00000112319"
"gene_symbol19369","ZNF418",147686,"ZNF418","ENSG00000196724"
"gene_symbol19370","NEU3",10825,"NEU3","ENSG00000162139"
"gene_symbol19371","LARS1",51520,"LARS1","ENSG00000133706"
"gene_symbol19372","GPR63",81491,"GPR63","ENSG00000112218"
"gene_symbol19373","P2RY12",64805,"P2RY12","ENSG00000169313"
"gene_symbol19374","BTLA",151888,"BTLA","ENSG00000186265"
"gene_symbol19375","C4orf36",132989,"C4orf36","ENSG00000163633"
"gene_symbol19376","ACER1",125981,"ACER1","ENSG00000167769"
"gene_symbol19377","TBC1D22A",25771,"TBC1D22A","ENSG00000054611"
"gene_symbol19378","CFAP99",402160,"CFAP99","ENSG00000206113"
"gene_symbol19379","AC092329.3",440519,"ZNF724","ENSG00000196081"
"gene_symbol19380","LRRC27",80313,"LRRC27","ENSG00000148814"
"gene_symbol19381","UGT2B10",7365,"UGT2B10","ENSG00000109181"
"gene_symbol19382","CXCR3",2833,"CXCR3","ENSG00000186810"
"gene_symbol19383","AQP4",361,"AQP4","ENSG00000171885"
"gene_symbol19384","FGF13",2258,"FGF13","ENSG00000129682"
"gene_symbol19385","MYOM2",9172,"MYOM2","ENSG00000036448"
"gene_symbol19386","ANKRD62",342850,"ANKRD62","ENSG00000181626"
"gene_symbol19387","TMEM268",203197,"TMEM268","ENSG00000157693"
"gene_symbol19388","DSC1",1823,"DSC1","ENSG00000134765"
"gene_symbol19389","LINC01143",104355141,"LINC01143","ENSG00000237751"
"gene_symbol19390","BLVRB",645,"BLVRB","ENSG00000090013"
"gene_symbol19391","ALPK3",57538,"ALPK3","ENSG00000136383"
"gene_symbol19392","HHIP",64399,"HHIP","ENSG00000164161"
"gene_symbol19393","COL1A1",1277,"COL1A1","ENSG00000108821"
"gene_symbol19394","P2RX3",5024,"P2RX3","ENSG00000109991"
"gene_symbol19395","FMO6P",388714,"FMO6P","ENSG00000117507"
"gene_symbol19396","CAD",790,"CAD","ENSG00000084774"
"gene_symbol19397","CCDC9",26093,"CCDC9","ENSG00000105321"
"gene_symbol19398","LINC00642",400238,"LINC00642","ENSG00000233208"
"gene_symbol19399","LINC01589",100506737,"LINC01589","ENSG00000238120"
"gene_symbol19400","CZIB",54987,"CZIB","ENSG00000162384"
"gene_symbol19401","RAB24",53917,"RAB24","ENSG00000169228"
"gene_symbol19402","TAF10",6881,"TAF10","ENSG00000166337"
"gene_symbol19403","ANKRD50",57182,"ANKRD50","ENSG00000151458"
"gene_symbol19404","DSCR9",257203,"DSCR9","ENSG00000230366"
"gene_symbol19405","OR2AT4",341152,"OR2AT4","ENSG00000171561"
"gene_symbol19406","FOXD4",2298,"FOXD4","ENSG00000170122"
"gene_symbol19407","SCTR-AS1",107105282,"SCTR-AS1","ENSG00000231013"
"gene_symbol19408","MIR4738",100616282,"MIR4738","ENSG00000283853"
"gene_symbol19409","QARS1",5859,"QARS1","ENSG00000172053"
"gene_symbol19410","TMEM252",169693,"TMEM252","ENSG00000181778"
"gene_symbol19411","SLC39A13",91252,"SLC39A13","ENSG00000165915"
"gene_symbol19412","GOLGA8K",653125,"GOLGA8K","ENSG00000249931"
"gene_symbol19413","AL136171.2",105373170,"LOC105373170","ENSG00000286071"
"gene_symbol19414","CLDN24",100132463,"CLDN24","ENSG00000185758"
"gene_symbol19415","OR13F1",138805,"OR13F1","ENSG00000186881"
"gene_symbol19416","MINAR1",23251,"MINAR1","ENSG00000169330"
"gene_symbol19417","MTX3",345778,"MTX3","ENSG00000177034"
"gene_symbol19418","PLCB1-IT1",100874337,"PLCB1-IT1","ENSG00000225479"
"gene_symbol19419","MIR20B",574032,"MIR20B","ENSG00000284043"
"gene_symbol19420","PIP4K2C",79837,"PIP4K2C","ENSG00000166908"
"gene_symbol19421","CDO1",1036,"CDO1","ENSG00000129596"
"gene_symbol19422","LINC01146",283587,"LINC01146","ENSG00000258867"
"gene_symbol19423","MLLT3",4300,"MLLT3","ENSG00000171843"
"gene_symbol19424","RABL2B",11158,"RABL2B","ENSG00000079974"
"gene_symbol19425","LINC00560",100861553,"LINC00560","ENSG00000261666"
"gene_symbol19426","ATP2B3",492,"ATP2B3","ENSG00000067842"
"gene_symbol19427","TEKT2",27285,"TEKT2","ENSG00000092850"
"gene_symbol19428","CRELD1",78987,"CRELD1","ENSG00000163703"
"gene_symbol19429","TMEM240",339453,"TMEM240","ENSG00000205090"
"gene_symbol19430","SLC16A11",162515,"SLC16A11","ENSG00000174326"
"gene_symbol19431","XXYLT1",152002,"XXYLT1","ENSG00000173950"
"gene_symbol19432","MSC",9242,"MSC","ENSG00000178860"
"gene_symbol19433","SPDYE11",100996746,"SPDYE11","ENSG00000275976"
"gene_symbol19434","RPS9",6203,"RPS9","ENSG00000170889"
"gene_symbol19435","LINC02751",105376569,"LINC02751","ENSG00000254946"
"gene_symbol19436","TAF4B",6875,"TAF4B","ENSG00000141384"
"gene_symbol19437","PCDHB11",56125,"PCDHB11","ENSG00000197479"
"gene_symbol19438","ELOA3",162699,"ELOA3P",""
"gene_symbol19439","CAND2",23066,"CAND2","ENSG00000144712"
"gene_symbol19440","CC2D1B",200014,"CC2D1B","ENSG00000154222"
"gene_symbol19441","NDOR1",27158,"NDOR1","ENSG00000188566"
"gene_symbol19442","MYMK",389827,"MYMK","ENSG00000187616"
"gene_symbol19443","LILRA6",79168,"LILRA6","ENSG00000244482"
"gene_symbol19444","CAMTA2",23125,"CAMTA2","ENSG00000108509"
"gene_symbol19445","AL591368.1",101927502,"TLE1-DT","ENSG00000233926"
"gene_symbol19446","RDM1P5",100131347,"RDM1P5","ENSG00000263818"
"gene_symbol19447","PHACTR1",221692,"PHACTR1","ENSG00000112137"
"gene_symbol19448","SET",6418,"SET","ENSG00000119335"
"gene_symbol19449","NUDT5",11164,"NUDT5","ENSG00000165609"
"gene_symbol19450","FOXP4-AS1",101060264,"FOXP4-AS1","ENSG00000234753"
"gene_symbol19451","MIR7703",102465801,"MIR7703","ENSG00000283856"
"gene_symbol19452","KDM2A",22992,"KDM2A","ENSG00000173120"
"gene_symbol19453","FAM210B",116151,"FAM210B","ENSG00000124098"
"gene_symbol19454","ZNF839",55778,"ZNF839","ENSG00000022976"
"gene_symbol19455","MAJIN",283129,"MAJIN","ENSG00000168070"
"gene_symbol19456","PSMC6",5706,"PSMC6","ENSG00000100519"
"gene_symbol19457","EGR1",1958,"EGR1","ENSG00000120738"
"gene_symbol19458","OR8B3",390271,"OR8B3","ENSG00000284609"
"gene_symbol19459","CD27-AS1",678655,"CD27-AS1","ENSG00000215039"
"gene_symbol19460","POGK",57645,"POGK","ENSG00000143157"
"gene_symbol19461","BEST1",7439,"BEST1","ENSG00000167995"
"gene_symbol19462","CCR1",1230,"CCR1","ENSG00000163823"
"gene_symbol19463","PLA2G5",5322,"PLA2G5","ENSG00000127472"
"gene_symbol19464","KCTD15",79047,"KCTD15","ENSG00000153885"
"gene_symbol19465","ITM2A",9452,"ITM2A","ENSG00000078596"
"gene_symbol19466","BAX",581,"BAX","ENSG00000087088"
"gene_symbol19467","LINC01091",285419,"LINC01091","ENSG00000249464"
"gene_symbol19468","SNORD32B",692092,"SNORD32B","ENSG00000201330"
"gene_symbol19469","BTG4",54766,"BTG4","ENSG00000137707"
"gene_symbol19470","TTLL6",284076,"TTLL6","ENSG00000170703"
"gene_symbol19471","OPCML",4978,"OPCML","ENSG00000183715"
"gene_symbol19472","UQCRC2",7385,"UQCRC2","ENSG00000140740"
"gene_symbol19473","MIR3663",100500893,"MIR3663","ENSG00000266782"
"gene_symbol19474","XXYLT1-AS2",101410543,"XXYLT1-AS2","ENSG00000230266"
"gene_symbol19475","CYP3A5",1577,"CYP3A5","ENSG00000106258"
"gene_symbol19476","ENTPD4",9583,"ENTPD4","ENSG00000197217"
"gene_symbol19477","STX1A",6804,"STX1A","ENSG00000106089"
"gene_symbol19478","ZNF205",7755,"ZNF205","ENSG00000122386"
"gene_symbol19479","AC132008.2",220729,"SDHAP4","ENSG00000214135"
"gene_symbol19480","ITK",3702,"ITK","ENSG00000113263"
"gene_symbol19481","ST6GAL1",6480,"ST6GAL1","ENSG00000073849"
"gene_symbol19482","MIR488",574441,"MIR488","ENSG00000202609"
"gene_symbol19483","H3Y2",340096,"H3Y2","ENSG00000268799"
"gene_symbol19484","PHEX",5251,"PHEX","ENSG00000102174"
"gene_symbol19485","MTO1",25821,"MTO1","ENSG00000135297"
"gene_symbol19486","TM4SF20",79853,"TM4SF20","ENSG00000168955"
"gene_symbol19487","VPS4A",27183,"VPS4A","ENSG00000132612"
"gene_symbol19488","LEPROT",54741,"LEPROT","ENSG00000213625"
"gene_symbol19489","GPR132",29933,"GPR132","ENSG00000183484"
"gene_symbol19490","MIR6862-2",102465907,"MIR6862-2","ENSG00000278340"
"gene_symbol19491","TRIM56",81844,"TRIM56","ENSG00000169871"
"gene_symbol19492","MIR6745",102466726,"MIR6745","ENSG00000275208"
"gene_symbol19493","CNST",163882,"CNST","ENSG00000162852"
"gene_symbol19494","TFRC",7037,"TFRC","ENSG00000072274"
"gene_symbol19495","SMCO2",341346,"SMCO2","ENSG00000165935"
"gene_symbol19496","RGS8",85397,"RGS8","ENSG00000135824"
"gene_symbol19497","POU6F1",5463,"POU6F1","ENSG00000184271"
"gene_symbol19498","MIR224",407009,"MIR224","ENSG00000284363"
"gene_symbol19499","LRRC1",55227,"LRRC1","ENSG00000137269"
"gene_symbol19500","NR3C1",2908,"NR3C1","ENSG00000113580"
"gene_symbol19501","AL359878.1",107984285,"LOC107984285",""
"gene_symbol19502","SNORA1",677792,"SNORA1","ENSG00000206834"
"gene_symbol19503","PLPPR5",163404,"PLPPR5","ENSG00000117598"
"gene_symbol19504","ABCG4",64137,"ABCG4","ENSG00000172350"
"gene_symbol19505","NUPR1",26471,"NUPR1","ENSG00000176046"
"gene_symbol19506","CXCL6",6372,"CXCL6","ENSG00000124875"
"gene_symbol19507","POGLUT2",79070,"POGLUT2","ENSG00000134901"
"gene_symbol19508","MIR3143",100422934,"MIR3143","ENSG00000265565"
"gene_symbol19509","AQP12A",375318,"AQP12A","ENSG00000184945"
"gene_symbol19510","ZBTB9",221504,"ZBTB9","ENSG00000213588"
"gene_symbol19511","CLBA1",122616,"CLBA1","ENSG00000140104"
"gene_symbol19512","GABRG1",2565,"GABRG1","ENSG00000163285"
"gene_symbol19513","AC061992.2",101928674,"SOCS3-DT","ENSG00000266970"
"gene_symbol19514","ATOH8",84913,"ATOH8","ENSG00000168874"
"gene_symbol19515","WWC3",55841,"WWC3","ENSG00000047644"
"gene_symbol19516","HMGB2",3148,"HMGB2","ENSG00000164104"
"gene_symbol19517","VWA2",340706,"VWA2","ENSG00000165816"
"gene_symbol19518","PLEKHG6",55200,"PLEKHG6","ENSG00000008323"
"gene_symbol19519","KRTAP13-1",140258,"KRTAP13-1","ENSG00000198390"
"gene_symbol19520","SLC9A6",10479,"SLC9A6","ENSG00000198689"
"gene_symbol19521","AC008966.1",257396,"MOCS2-DT","ENSG00000247796"
"gene_symbol19522","CENPM",79019,"CENPM","ENSG00000100162"
"gene_symbol19523","TBX18-AS1",102724201,"TBX18-AS1","ENSG00000228290"
"gene_symbol19524","CAMK2G",818,"CAMK2G","ENSG00000148660"
"gene_symbol19525","AC055839.2",728392,"LOC728392","ENSG00000286190"
"gene_symbol19526","DAZ2",57055,"DAZ2","ENSG00000205944"
"gene_symbol19527","IDI1",3422,"IDI1","ENSG00000067064"
"gene_symbol19528","STARD9",57519,"STARD9","ENSG00000159433"
"gene_symbol19529","SLC16A13",201232,"SLC16A13","ENSG00000174327"
"gene_symbol19530","SLCO1C1",53919,"SLCO1C1","ENSG00000139155"
"gene_symbol19531","EFNB3",1949,"EFNB3","ENSG00000108947"
"gene_symbol19532","ELAC1",55520,"ELAC1","ENSG00000141642"
"gene_symbol19533","PNLDC1",154197,"PNLDC1","ENSG00000146453"
"gene_symbol19534","MGAT4A",11320,"MGAT4A","ENSG00000071073"
"gene_symbol19535","AC084864.2",105375501,"LOC105375501","ENSG00000286380"
"gene_symbol19536","RNA5S17",100169768,"RNA5S17","ENSG00000200370"
"gene_symbol19537","PRDX4",10549,"PRDX4","ENSG00000123131"
"gene_symbol19538","MED10",84246,"MED10","ENSG00000133398"
"gene_symbol19539","GNE",10020,"GNE","ENSG00000159921"
"gene_symbol19540","ACTL7B",10880,"ACTL7B","ENSG00000148156"
"gene_symbol19541","KRT31",3881,"KRT31","ENSG00000094796"
"gene_symbol19542","KATNIP",23247,"KATNIP","ENSG00000047578"
"gene_symbol19543","SNF8",11267,"SNF8","ENSG00000159210"
"gene_symbol19544","KLK13",26085,"KLK13","ENSG00000167759"
"gene_symbol19545","SNORA78",677844,"SNORA78","ENSG00000273587"
"gene_symbol19546","SATB2-AS1",150538,"SATB2-AS1","ENSG00000225953"
"gene_symbol19547","ZNF273",10793,"ZNF273","ENSG00000198039"
"gene_symbol19548","MIR4711",100616409,"MIR4711","ENSG00000266150"
"gene_symbol19549","OR4K14",122740,"OR4K14","ENSG00000169484"
"gene_symbol19550","ERF",2077,"ERF","ENSG00000105722"
"gene_symbol19551","MORC3",23515,"MORC3","ENSG00000159256"
"gene_symbol19552","GJA4",2701,"GJA4","ENSG00000187513"
"gene_symbol19553","PIK3R2",5296,"PIK3R2","ENSG00000105647"
"gene_symbol19554","MIR4776-2",100616472,"MIR4776-2","ENSG00000283637"
"gene_symbol19555","FUNDC2",65991,"FUNDC2","ENSG00000165775"
"gene_symbol19556","LINC02780",105376673,"LINC02780","ENSG00000284668"
"gene_symbol19557","AL138830.1",105377959,"LNCPOIR","ENSG00000226079"
"gene_symbol19558","LINC02514",105377602,"LINC02514","ENSG00000250042"
"gene_symbol19559","GLRA1",2741,"GLRA1","ENSG00000145888"
"gene_symbol19560","DNMT1",1786,"DNMT1","ENSG00000130816"
"gene_symbol19561","PSMB10",5699,"PSMB10","ENSG00000205220"
"gene_symbol19562","SNHG11",128439,"SNHG11","ENSG00000174365"
"gene_symbol19563","ZNF829",374899,"ZNF829","ENSG00000185869"
"gene_symbol19564","SNORA25",684959,"SNORA25","ENSG00000207112"
"gene_symbol19565","FOXO6",100132074,"FOXO6","ENSG00000281518"
"gene_symbol19566","TMEM44",93109,"TMEM44","ENSG00000145014"
"gene_symbol19567","OR2AE1",81392,"OR2AE1","ENSG00000244623"
"gene_symbol19568","EGLN1",54583,"EGLN1","ENSG00000135766"
"gene_symbol19569","DDX41",51428,"DDX41","ENSG00000183258"
"gene_symbol19570","DENND2A",27147,"DENND2A","ENSG00000146966"
"gene_symbol19571","GNL1",2794,"GNL1","ENSG00000204590"
"gene_symbol19572","PKP1",5317,"PKP1","ENSG00000081277"
"gene_symbol19573","CDC37",11140,"CDC37","ENSG00000105401"
"gene_symbol19574","AC025171.1",648987,"ANXA2R-OT1","ENSG00000177738"
"gene_symbol19575","RAP2A",5911,"RAP2A","ENSG00000125249"
"gene_symbol19576","SCARNA4",677771,"SCARNA4","ENSG00000281394"
"gene_symbol19577","MIR4435-1",100616499,"MIR4435-1","ENSG00000265507"
"gene_symbol19578","DBNDD2",55861,"DBNDD2","ENSG00000244274"
"gene_symbol19579","MIR4444-2",100846999,"MIR4444-2","ENSG00000266780"
"gene_symbol19580","TTI1",9675,"TTI1","ENSG00000101407"
"gene_symbol19581","RNASEL",6041,"RNASEL","ENSG00000135828"
"gene_symbol19582","CD2BP2",10421,"CD2BP2","ENSG00000169217"
"gene_symbol19583","DDX28",55794,"DDX28","ENSG00000182810"
"gene_symbol19584","CAMK2A",815,"CAMK2A","ENSG00000070808"
"gene_symbol19585","AL031726.1",101928596,"LOC101928596","ENSG00000237707"
"gene_symbol19586","MIR378C",100422867,"MIR378C","ENSG00000264803"
"gene_symbol19587","H4C14",8370,"H4C14","ENSG00000270882"
"gene_symbol19588","AC104051.2",286178,"LINC03018","ENSG00000254139"
"gene_symbol19589","CDPF1",150383,"CDPF1","ENSG00000205643"
"gene_symbol19590","CA12",771,"CA12","ENSG00000074410"
"gene_symbol19591","RTP3",83597,"RTP3","ENSG00000163825"
"gene_symbol19592","CPLANE1",65250,"CPLANE1","ENSG00000197603"
"gene_symbol19593","AC037441.1",101929237,"LOC101929237","ENSG00000248738"
"gene_symbol19594","MYO18B",84700,"MYO18B","ENSG00000133454"
"gene_symbol19595","USP44",84101,"USP44","ENSG00000136014"
"gene_symbol19596","USP12",219333,"USP12","ENSG00000152484"
"gene_symbol19597","BRI3BP",140707,"BRI3BP","ENSG00000184992"
"gene_symbol19598","RAB8A",4218,"RAB8A","ENSG00000167461"
"gene_symbol19599","ALG14",199857,"ALG14","ENSG00000172339"
"gene_symbol19600","DNTT",1791,"DNTT","ENSG00000107447"
"gene_symbol19601","TNFRSF25",8718,"TNFRSF25","ENSG00000215788"
"gene_symbol19602","AKR1C1",1645,"AKR1C1","ENSG00000187134"
"gene_symbol19603","EFS",10278,"EFS","ENSG00000100842"
"gene_symbol19604","LINC02032",100507461,"LINC02032","ENSG00000241131"
"gene_symbol19605","MIR508",574513,"MIR508","ENSG00000207589"
"gene_symbol19606","ZNF234",10780,"ZNF234","ENSG00000263002"
"gene_symbol19607","TRPC5OS",100329135,"TRPC5OS","ENSG00000204025"
"gene_symbol19608","MIR5003",100847029,"MIR5003","ENSG00000265160"
"gene_symbol19609","AC087392.1",101927727,"LOC101927727","ENSG00000262003"
"gene_symbol19610","CD4",920,"CD4","ENSG00000010610"
"gene_symbol19611","GNL2",29889,"GNL2","ENSG00000134697"
"gene_symbol19612","AC007920.2",101929130,"LOC101929130","ENSG00000283175"
"gene_symbol19613","PRR19",284338,"PRR19","ENSG00000188368"
"gene_symbol19614","OR2J1",442185,"OR2J1","ENSG00000204702"
"gene_symbol19615","MIR4773-2",100616418,"MIR4773-2","ENSG00000283569"
"gene_symbol19616","GPR75",10936,"GPR75","ENSG00000119737"
"gene_symbol19617","LINC01028",101928141,"LINC01028","ENSG00000267603"
"gene_symbol19618","GOLGA7B",401647,"GOLGA7B","ENSG00000155265"
"gene_symbol19619","ACOXL",55289,"ACOXL","ENSG00000153093"
"gene_symbol19620","SFTPA2",729238,"SFTPA2","ENSG00000185303"
"gene_symbol19621","TMEM61",199964,"TMEM61","ENSG00000143001"
"gene_symbol19622","PLEKHM1",9842,"PLEKHM1","ENSG00000225190"
"gene_symbol19623","ANKRD44-AS1",101927596,"ANKRD44-AS1","ENSG00000231621"
"gene_symbol19624","CMYA5",202333,"CMYA5","ENSG00000164309"
"gene_symbol19625","SNAPIN",23557,"SNAPIN","ENSG00000143553"
"gene_symbol19626","CYP26A1",1592,"CYP26A1","ENSG00000095596"
"gene_symbol19627","CTU1",90353,"CTU1","ENSG00000142544"
"gene_symbol19628","KIFC2",90990,"KIFC2","ENSG00000167702"
"gene_symbol19629","OPTN",10133,"OPTN","ENSG00000123240"
"gene_symbol19630","EGFR-AS1",100507500,"EGFR-AS1","ENSG00000224057"
"gene_symbol19631","AC019257.1",101928058,"KBTBD11-AS1","ENSG00000253764"
"gene_symbol19632","BSND",7809,"BSND","ENSG00000162399"
"gene_symbol19633","EXOSC3",51010,"EXOSC3","ENSG00000107371"
"gene_symbol19634","CPT1A",1374,"CPT1A","ENSG00000110090"
"gene_symbol19635","ACOT9",23597,"ACOT9","ENSG00000123130"
"gene_symbol19636","SUOX",6821,"SUOX","ENSG00000139531"
"gene_symbol19637","OSBPL11",114885,"OSBPL11","ENSG00000144909"
"gene_symbol19638","SKOR2",652991,"SKOR2","ENSG00000215474"
"gene_symbol19639","NFS1",9054,"NFS1","ENSG00000244005"
"gene_symbol19640","AC007036.5",105375216,"LOC105375216","ENSG00000286847"
"gene_symbol19641","BCAM",4059,"BCAM","ENSG00000187244"
"gene_symbol19642","HMGCL",3155,"HMGCL","ENSG00000117305"
"gene_symbol19643","SNORA52",619565,"SNORA52","ENSG00000199785"
"gene_symbol19644","FZR1",51343,"FZR1","ENSG00000105325"
"gene_symbol19645","SNX6",58533,"SNX6","ENSG00000129515"
"gene_symbol19646","ARMH2",101928603,"ARMH2","ENSG00000260286"
"gene_symbol19647","MYCL",4610,"MYCL","ENSG00000116990"
"gene_symbol19648","GORASP1",64689,"GORASP1","ENSG00000114745"
"gene_symbol19649","NT5C2",22978,"NT5C2","ENSG00000076685"
"gene_symbol19650","MIR1271",100302203,"MIR1271","ENSG00000221464"
"gene_symbol19651","MIR4434",100616419,"MIR4434","ENSG00000283204"
"gene_symbol19652","LINC02263",105377390,"LINC02263","ENSG00000228358"
"gene_symbol19653","GMCL1",64395,"GMCL1","ENSG00000087338"
"gene_symbol19654","TMEM127",55654,"TMEM127","ENSG00000135956"
"gene_symbol19655","PF4",5196,"PF4","ENSG00000163737"
"gene_symbol19656","MIR658",724028,"MIR658","ENSG00000284197"
"gene_symbol19657","MIR770",768222,"MIR770","ENSG00000211574"
"gene_symbol19658","OR2J3",442186,"OR2J3","ENSG00000204701"
"gene_symbol19659","ZNF283",284349,"ZNF283","ENSG00000167637"
"gene_symbol19660","ADSS1",122622,"ADSS1","ENSG00000185100"
"gene_symbol19661","NUDT19",390916,"NUDT19","ENSG00000213965"
"gene_symbol19662","BEND3",57673,"BEND3","ENSG00000178409"
"gene_symbol19663","MIR1976",100302190,"MIR1976","ENSG00000238705"
"gene_symbol19664","KIAA1143",57456,"KIAA1143","ENSG00000163807"
"gene_symbol19665","COPG1",22820,"COPG1","ENSG00000181789"
"gene_symbol19666","PYCARD",29108,"PYCARD","ENSG00000103490"
"gene_symbol19667","DUSP22",56940,"DUSP22","ENSG00000112679"
"gene_symbol19668","FAM161A",84140,"FAM161A","ENSG00000170264"
"gene_symbol19669","HPSE2",60495,"HPSE2","ENSG00000172987"
"gene_symbol19670","MIR4667",100616214,"MIR4667","ENSG00000263892"
"gene_symbol19671","RNASEH1",246243,"RNASEH1","ENSG00000171865"
"gene_symbol19672","LNCNEF",101929685,"LNCNEF","ENSG00000237396"
"gene_symbol19673","HCRTR2",3062,"HCRTR2","ENSG00000137252"
"gene_symbol19674","INCENP",3619,"INCENP","ENSG00000149503"
"gene_symbol19675","TMED11P",100379220,"TMED11P","ENSG00000215367"
"gene_symbol19676","MAU2",23383,"MAU2","ENSG00000129933"
"gene_symbol19677","PYDC1",260434,"PYDC1","ENSG00000169900"
"gene_symbol19678","PLXNB2",23654,"PLXNB2","ENSG00000196576"
"gene_symbol19679","PWRN1",791114,"PWRN1","ENSG00000259905"
"gene_symbol19680","MIR4689",100616421,"MIR4689","ENSG00000264101"
"gene_symbol19681","LAMP2",3920,"LAMP2","ENSG00000005893"
"gene_symbol19682","PNLIPRP2",5408,"PNLIPRP2","ENSG00000266200"
"gene_symbol19683","CTAGE1",64693,"CTAGE1","ENSG00000212710"
"gene_symbol19684","CARTPT",9607,"CARTPT","ENSG00000164326"
"gene_symbol19685","TMEM267",64417,"TMEM267","ENSG00000151881"
"gene_symbol19686","GSN",2934,"GSN","ENSG00000148180"
"gene_symbol19687","CHRND",1144,"CHRND","ENSG00000135902"
"gene_symbol19688","CHMP4B",128866,"CHMP4B","ENSG00000101421"
"gene_symbol19689","MAP3K4",4216,"MAP3K4","ENSG00000085511"
"gene_symbol19690","ZNF888",388559,"ZNF888","ENSG00000213793"
"gene_symbol19691","SCARNA22",677770,"SCARNA22","ENSG00000249784"
"gene_symbol19692","FGF2",2247,"FGF2","ENSG00000138685"
"gene_symbol19693","KIAA1522",57648,"KIAA1522","ENSG00000162522"
"gene_symbol19694","PJA1",64219,"PJA1","ENSG00000181191"
"gene_symbol19695","C1QTNF6",114904,"C1QTNF6","ENSG00000133466"
"gene_symbol19696","SNTA1",6640,"SNTA1","ENSG00000101400"
"gene_symbol19697","RPS20",6224,"RPS20","ENSG00000008988"
"gene_symbol19698","AL606970.3",101929420,"LOC101929420","ENSG00000234647"
"gene_symbol19699","MCF2",4168,"MCF2","ENSG00000101977"
"gene_symbol19700","C12orf54",121273,"C12orf54","ENSG00000177627"
"gene_symbol19701","CEACAM5",1048,"CEACAM5","ENSG00000105388"
"gene_symbol19702","CCSAP",126731,"CCSAP","ENSG00000154429"
"gene_symbol19703","ARMCX6",54470,"ARMCX6","ENSG00000198960"
"gene_symbol19704","LINC01555",439927,"LINC01555","ENSG00000180869"
"gene_symbol19705","TACR3",6870,"TACR3","ENSG00000169836"
"gene_symbol19706","LATS2",26524,"LATS2","ENSG00000150457"
"gene_symbol19707","GALNT5",11227,"GALNT5","ENSG00000136542"
"gene_symbol19708","FAM151A",338094,"FAM151A","ENSG00000162391"
"gene_symbol19709","ZNF14",7561,"ZNF14","ENSG00000105708"
"gene_symbol19710","RNASE3",6037,"RNASE3","ENSG00000169397"
"gene_symbol19711","BFSP1",631,"BFSP1","ENSG00000125864"
