"","orig_GS","new_entrenz_id","new_GS","ens_id"
"gene8785","PPP1R27","116729","PPP1R27","ENSG00000182676"
"gene8786","P4HB","5034","P4HB","ENSG00000185624"
"gene8787","ARHGDIA","396","ARHGDIA","ENSG00000141522"
"gene8788","ARHGDIA","396","ARHGDIA","ENSG00000141522"
"gene8789","ANAPC11","51529","ANAPC11","ENSG00000141552"
"gene8790","ANAPC11","51529","ANAPC11","ENSG00000141552"
"gene8791","ANAPC11","51529","ANAPC11","ENSG00000141552"
"gene8792","ALYREF","10189","ALYREF","ENSG00000183684"
"gene8793","NPB","256933","NPB","ENSG00000183979"
"gene8794","PCYT2","5833","PCYT2","ENSG00000185813"
"gene8795","PCYT2","5833","PCYT2","ENSG00000185813"
"gene8796","SIRT7","51547","SIRT7","ENSG00000187531"
"gene8797","MAFG","4097","MAFG","ENSG00000197063"
"gene8798","MAFG-AS1","92659","MAFG-DT","ENSG00000265688"
"gene8799","MAFG","4097","MAFG","ENSG00000197063"
"gene8800","PYCR1","5831","PYCR1","ENSG00000183010"
"gene8801","PYCR1","5831","PYCR1","ENSG00000183010"
"gene8802","PYCR1","5831","PYCR1","ENSG00000183010"
"gene8803","NOTUM","147111","NOTUM","ENSG00000185269"
"gene8804","ASPSCR1","79058","ASPSCR1","ENSG00000169696"
"gene8805","LRRC45","201255","LRRC45","ENSG00000169683"
"gene8806","STRA13","201254","CENPX","ENSG00000169689"
"gene8807","RAC3","5881","RAC3","ENSG00000169750"
"gene8808","DCXR","51181","DCXR","ENSG00000169738"
"gene8809","GPS1","2873","GPS1","ENSG00000169727"
"gene8810","RFNG","5986","RFNG","ENSG00000169733"
"gene8811","DUS1L","64118","DUS1L","ENSG00000169718"
"gene8812","SNORD134","106633803","SNORD134",""
"gene8813","FASN","2194","FASN","ENSG00000169710"
"gene8814","CCDC57","284001","CCDC57","ENSG00000176155"
"gene8815","CCDC57","284001","CCDC57","ENSG00000176155"
"gene8816","SLC16A3","9123","SLC16A3","ENSG00000141526"
"gene8817","SLC16A3","9123","SLC16A3","ENSG00000141526"
"gene8818","SLC16A3","9123","SLC16A3","ENSG00000141526"
"gene8819","SLC16A3","9123","SLC16A3","ENSG00000141526"
"gene8820","SLC16A3","9123","SLC16A3","ENSG00000141526"
"gene8821","MIR6787","102465472","MIR6787","ENSG00000284574"
"gene8822","CSNK1D","1453","CSNK1D","ENSG00000141551"
"gene8823","CSNK1D","1453","CSNK1D","ENSG00000141551"
"gene8824","LOC101929511","","",""
"gene8825","CD7","924","CD7","ENSG00000173762"
"gene8826","SECTM1","6398","SECTM1","ENSG00000141574"
"gene8827","HEXDC","284004","HEXD","ENSG00000169660"
"gene8828","OGFOD3","79701","OGFOD3","ENSG00000181396"
"gene8829","C17orf62","79415","CYBC1","ENSG00000178927"
"gene8830","C17orf62","79415","CYBC1","ENSG00000178927"
"gene8831","NARF","26502","NARF","ENSG00000141562"
"gene8832","NARF","26502","NARF","ENSG00000141562"
"gene8833","FOXK2","3607","FOXK2","ENSG00000141568"
"gene8834","WDR45B","56270","WDR45B","ENSG00000141580"
"gene8835","MIR4525","100616196","MIR4525","ENSG00000266107"
"gene8836","RAB40B","10966","RAB40B","ENSG00000141542"
"gene8837","FN3KRP","79672","FN3KRP","ENSG00000141560"
"gene8838","LOC101929552","101929552","LOC101929552","ENSG00000263063"
"gene8839","FN3K","64122","FN3K","ENSG00000167363"
"gene8840","TBCD","6904","TBCD","ENSG00000141556"
"gene8841","B3GNTL1","146712","B3GNTL1","ENSG00000175711"
"gene8842","B3GNTL1","146712","B3GNTL1","ENSG00000175711"
"gene8843","B3GNTL1","146712","B3GNTL1","ENSG00000175711"
"gene8844","METRNL","284207","METRNL","ENSG00000176845"
"gene8845","LOC102723376","102723376","LOC102723376",""
"gene8846","THOC1","9984","THOC1","ENSG00000079134"
"gene8847","COLEC12","81035","COLEC12","ENSG00000158270"
"gene8848","LOC105376854","","",""
"gene8849","CETN1","1068","CETN1","ENSG00000177143"
"gene8850","ENOSF1","55556","ENOSF1","ENSG00000132199"
"gene8851","ENOSF1","55556","ENOSF1","ENSG00000132199"
"gene8852","ENOSF1","55556","ENOSF1","ENSG00000132199"
"gene8853","YES1","7525","YES1","ENSG00000176105"
"gene8854","ADCYAP1","116","ADCYAP1","ENSG00000141433"
"gene8855","ADCYAP1","116","ADCYAP1","ENSG00000141433"
"gene8856","NDC80","10403","NDC80","ENSG00000080986"
"gene8857","SMCHD1","23347","SMCHD1","ENSG00000101596"
"gene8858","CBX3P2","645158","CBX3P2","ENSG00000266405"
"gene8859","EMILIN2","84034","EMILIN2","ENSG00000132205"
"gene8860","LPIN2","9663","LPIN2","ENSG00000101577"
"gene8861","MYL12A","10627","MYL12A","ENSG00000101608"
"gene8862","MYL12A","10627","MYL12A","ENSG00000101608"
"gene8863","MYL12B","103910","MYL12B","ENSG00000118680"
"gene8864","MYL12B","103910","MYL12B","ENSG00000118680"
"gene8865","MYL12B","103910","MYL12B","ENSG00000118680"
"gene8866","LOC104968399","","",""
"gene8867","LOC104968399","","",""
"gene8868","LOC104968399","","",""
"gene8869","TGIF1","7050","TGIF1","ENSG00000177426"
"gene8870","TGIF1","7050","TGIF1","ENSG00000177426"
"gene8871","TGIF1","7050","TGIF1","ENSG00000177426"
"gene8872","TGIF1","7050","TGIF1","ENSG00000177426"
"gene8873","TGIF1","7050","TGIF1","ENSG00000177426"
"gene8874","TGIF1","7050","TGIF1","ENSG00000177426"
"gene8875","TGIF1","7050","TGIF1","ENSG00000177426"
"gene8876","DLGAP1-AS2","84777","DLGAP1-AS2",""
"gene8877","DLGAP1","9229","DLGAP1","ENSG00000170579"
"gene8878","AKAIN1","642597","AKAIN1","ENSG00000231824"
"gene8879","LINC00667","339290","LINC00667","ENSG00000263753"
"gene8880","LINC00526","147525","LINC00526",""
"gene8881","ZBTB14","7541","ZBTB14","ENSG00000198081"
"gene8882","ZBTB14","7541","ZBTB14","ENSG00000198081"
"gene8883","EPB41L3","23136","EPB41L3","ENSG00000082397"
"gene8884","EPB41L3","23136","EPB41L3","ENSG00000082397"
"gene8885","EPB41L3","23136","EPB41L3","ENSG00000082397"
"gene8886","L3MBTL4","91133","L3MBTL4","ENSG00000154655"
"gene8887","LOC101927168","","",""
"gene8888","LINC00668","400643","LINC00668","ENSG00000265933"
"gene8889","LAMA1","284217","LAMA1","ENSG00000101680"
"gene8890","PTPRM","5797","PTPRM","ENSG00000173482"
"gene8891","LOC100192426","100192426","LOC100192426","ENSG00000266149"
"gene8892","RAB12","201475","RAB12","ENSG00000206418"
"gene8893","NDUFV2","4729","NDUFV2","ENSG00000178127"
"gene8894","ANKRD12","23253","ANKRD12","ENSG00000101745"
"gene8895","ANKRD12","23253","ANKRD12","ENSG00000101745"
"gene8896","NDUFV2-AS1","101927275","NDUFV2-AS1","ENSG00000266053"
"gene8897","TWSG1","57045","TWSG1","ENSG00000128791"
"gene8898","RALBP1","10928","RALBP1","ENSG00000017797"
"gene8899","PPP4R1-AS1","101927323","PPP4R1-AS1","ENSG00000263627"
"gene8900","PPP4R1-AS1","101927323","PPP4R1-AS1","ENSG00000263627"
"gene8901","PPP4R1","9989","PPP4R1","ENSG00000154845"
"gene8902","RAB31","11031","RAB31","ENSG00000168461"
"gene8903","VAPA","9218","VAPA","ENSG00000101558"
"gene8904","LINC01254","101927350","LINC01254","ENSG00000260913"
"gene8905","APCDD1","147495","APCDD1","ENSG00000154856"
"gene8906","PIEZO2","63895","PIEZO2","ENSG00000154864"
"gene8907","MIR7153","102465690","MIR7153","ENSG00000283492"
"gene8908","GNAL","2774","GNAL","ENSG00000141404"
"gene8909","CHMP1B","57132","CHMP1B","ENSG00000255112"
"gene8910","MPPE1","65258","MPPE1","ENSG00000154889"
"gene8911","IMPA2","3613","IMPA2","ENSG00000141401"
"gene8912","ANKRD62","342850","ANKRD62","ENSG00000181626"
"gene8913","CIDEA","1149","CIDEA","ENSG00000176194"
"gene8914","CIDEA","1149","CIDEA","ENSG00000176194"
"gene8915","TUBB6","84617","TUBB6","ENSG00000176014"
"gene8916","TUBB6","84617","TUBB6","ENSG00000176014"
"gene8917","AFG3L2","10939","AFG3L2","ENSG00000141385"
"gene8918","PRELID3A","10650","PRELID3A","ENSG00000141391"
"gene8919","PRELID3A","10650","PRELID3A","ENSG00000141391"
"gene8920","LOC105371998","105371998","LOC105371998",""
"gene8921","SPIRE1","56907","SPIRE1","ENSG00000134278"
"gene8922","PSMG2","56984","PSMG2","ENSG00000128789"
"gene8923","SPIRE1","56907","SPIRE1","ENSG00000134278"
"gene8924","PSMG2","56984","PSMG2","ENSG00000128789"
"gene8925","CEP76","79959","CEP76","ENSG00000101624"
"gene8926","LOC100996324","","",""
"gene8927","PTPN2","5771","PTPN2","ENSG00000175354"
"gene8928","SEH1L","81929","SEH1L","ENSG00000085415"
"gene8929","CEP192","55125","CEP192","ENSG00000101639"
"gene8930","LDLRAD4","753","LDLRAD4","ENSG00000168675"
"gene8931","LDLRAD4","753","LDLRAD4","ENSG00000168675"
"gene8932","LDLRAD4","753","LDLRAD4","ENSG00000168675"
"gene8933","RNMT","8731","RNMT","ENSG00000101654"
"gene8934","FAM210A","125228","FAM210A","ENSG00000177150"
"gene8935","MC2R","4158","MC2R","ENSG00000185231"
"gene8936","ANKRD20A5P","440482","ANKRD20A5P",""
"gene8937","ANKRD30B","374860","ANKRD30B","ENSG00000180777"
"gene8938","LINC01443","400644","LINC01443","ENSG00000266554"
"gene8939","ROCK1","6093","ROCK1","ENSG00000067900"
"gene8940","GREB1L","80000","GREB1L","ENSG00000141449"
"gene8941","ESCO1","114799","ESCO1","ENSG00000141446"
"gene8942","SNRPD1","6632","SNRPD1","ENSG00000167088"
"gene8943","ABHD3","171586","ABHD3","ENSG00000158201"
"gene8944","MIB1","57534","MIB1","ENSG00000101752"
"gene8945","GATA6-AS1","100128893","GATA6-AS1","ENSG00000266010"
"gene8946","CTAGE1","64693","CTAGE1","ENSG00000212710"
"gene8947","RBBP8","5932","RBBP8","ENSG00000101773"
"gene8948","MIR4741","100616139","MIR4741","ENSG00000284331"
"gene8949","RBBP8","5932","RBBP8","ENSG00000101773"
"gene8950","CABLES1","91768","CABLES1","ENSG00000134508"
"gene8951","TMEM241","85019","TMEM241","ENSG00000134490"
"gene8952","C18orf8","29919","RMC1","ENSG00000141452"
"gene8953","NPC1","4864","NPC1","ENSG00000141458"
"gene8954","LAMA3","3909","LAMA3","ENSG00000053747"
"gene8955","LAMA3","3909","LAMA3","ENSG00000053747"
"gene8956","TTC39C","125488","TTC39C","ENSG00000168234"
"gene8957","CABYR","26256","CABYR","ENSG00000154040"
"gene8958","CABYR","26256","CABYR","ENSG00000154040"
"gene8959","OSBPL1A","114876","OSBPL1A","ENSG00000141447"
"gene8960","OSBPL1A","114876","OSBPL1A","ENSG00000141447"
"gene8961","IMPACT","55364","IMPACT","ENSG00000154059"
"gene8962","ZNF521","25925","ZNF521","ENSG00000198795"
"gene8963","SS18","6760","SS18","ENSG00000141380"
"gene8964","SS18","6760","SS18","ENSG00000141380"
"gene8965","TAF4B","6875","TAF4B","ENSG00000141384"
"gene8966","KCTD1","284252","KCTD1","ENSG00000134504"
"gene8967","KCTD1","284252","KCTD1","ENSG00000134504"
"gene8968","KCTD1","284252","KCTD1","ENSG00000134504"
"gene8969","AQP4","361","AQP4","ENSG00000171885"
"gene8970","AQP4-AS1","147429","AQP4-AS1","ENSG00000260372"
"gene8971","CHST9","83539","CHST9","ENSG00000154080"
"gene8972","CDH2","1000","CDH2","ENSG00000170558"
"gene8973","DSC3","1825","DSC3","ENSG00000134762"
"gene8974","DSCAS","101927698","DSCAS","ENSG00000265888"
"gene8975","DSC2","1824","DSC2","ENSG00000134755"
"gene8976","DSG2","1829","DSG2","ENSG00000046604"
"gene8977","B4GALT6","9331","B4GALT6","ENSG00000118276"
"gene8978","TRAPPC8","22878","TRAPPC8","ENSG00000153339"
"gene8979","RNF125","54941","RNF125","ENSG00000101695"
"gene8980","RNF138","51444","RNF138","ENSG00000134758"
"gene8981","RNF138","51444","RNF138","ENSG00000134758"
"gene8982","GAREM1","64762","GAREM1","ENSG00000141441"
"gene8983","CCDC178","374864","CCDC178","ENSG00000166960"
"gene8984","CCDC178","374864","CCDC178","ENSG00000166960"
"gene8985","ASXL3","80816","ASXL3","ENSG00000141431"
"gene8986","NOL4","8715","NOL4","ENSG00000101746"
"gene8987","NOL4","8715","NOL4","ENSG00000101746"
"gene8988","DTNA","1837","DTNA","ENSG00000134769"
"gene8989","DTNA","1837","DTNA","ENSG00000134769"
"gene8990","DTNA","1837","DTNA","ENSG00000134769"
"gene8991","MAPRE2","10982","MAPRE2","ENSG00000166974"
"gene8992","MAPRE2","10982","MAPRE2","ENSG00000166974"
"gene8993","MAPRE2","10982","MAPRE2","ENSG00000166974"
"gene8994","MAPRE2","10982","MAPRE2","ENSG00000166974"
"gene8995","ZNF397","84307","ZNF397","ENSG00000186812"
"gene8996","ZNF271P","10778","ZNF271P","ENSG00000257267"
"gene8997","ZSCAN30","100101467","ZSCAN30","ENSG00000186814"
"gene8998","ZNF24","7572","ZNF24","ENSG00000172466"
"gene8999","ZNF396","252884","ZNF396","ENSG00000186496"
"gene9000","INO80C","125476","INO80C","ENSG00000153391"
"gene9001","MIR187","406963","MIR187","ENSG00000207797"
"gene9002","C18orf21","83608","C18orf21","ENSG00000141428"
"gene9003","ELP2","55250","ELP2","ENSG00000134759"
"gene9004","SLC39A6","25800","SLC39A6","ENSG00000141424"
"gene9005","MOCOS","55034","MOCOS","ENSG00000075643"
"gene9006","LOC101927809","","",""
"gene9007","FHOD3","80206","FHOD3","ENSG00000134775"
"gene9008","KIAA1328","57536","KIAA1328","ENSG00000150477"
"gene9009","KIAA1328","57536","KIAA1328","ENSG00000150477"
"gene9010","TPGS2","25941","TPGS2","ENSG00000134779"
"gene9011","CELF4","56853","CELF4","ENSG00000101489"
"gene9012","PIK3C3","5289","PIK3C3","ENSG00000078142"
"gene9013","RIT2","6014","RIT2","ENSG00000152214"
"gene9014","SETBP1","26040","SETBP1","ENSG00000152217"
"gene9015","SETBP1","26040","SETBP1","ENSG00000152217"
"gene9016","SLC14A2-AS1","101927980","SLC14A2-AS1",""
"gene9017","EPG5","57724","EPG5","ENSG00000152223"
"gene9018","PSTPIP2","9050","PSTPIP2","ENSG00000152229"
"gene9019","ATP5A1","498","ATP5F1A","ENSG00000152234"
"gene9020","ATP5A1","498","ATP5F1A","ENSG00000152234"
"gene9021","C18orf25","147339","C18orf25","ENSG00000152242"
"gene9022","RNF165","494470","RNF165","ENSG00000141622"
"gene9023","LOXHD1","125336","LOXHD1","ENSG00000167210"
"gene9024","LOXHD1","125336","LOXHD1","ENSG00000167210"
"gene9025","ST8SIA5","29906","ST8SIA5","ENSG00000101638"
"gene9026","PIAS2","9063","PIAS2","ENSG00000078043"
"gene9027","KATNAL2","83473","KATNAL2","ENSG00000167216"
"gene9028","HDHD2","84064","HDHD2","ENSG00000167220"
"gene9029","HDHD2","84064","HDHD2","ENSG00000167220"
"gene9030","IER3IP1","51124","IER3IP1","ENSG00000134049"
"gene9031","SKOR2","652991","SKOR2","ENSG00000215474"
"gene9032","SMAD2","4087","SMAD2","ENSG00000175387"
"gene9033","SMAD2","4087","SMAD2","ENSG00000175387"
"gene9034","ZBTB7C","201501","ZBTB7C","ENSG00000184828"
"gene9035","ZBTB7C","201501","ZBTB7C","ENSG00000184828"
"gene9036","SMAD7","4092","SMAD7","ENSG00000101665"
"gene9037","SMAD7","4092","SMAD7","ENSG00000101665"
"gene9038","SMAD7","4092","SMAD7","ENSG00000101665"
"gene9039","MIR1539","100302257","MIR1539","ENSG00000284239"
"gene9040","C18orf32","497661","C18orf32","ENSG00000177576"
"gene9041","SNORD58A","26791","SNORD58A","ENSG00000206602"
"gene9042","RPL17-C18orf32","100526842","RPL17-C18orf32","ENSG00000215472"
"gene9043","SNORD58B","26790","SNORD58B","ENSG00000271982"
"gene9044","RPL17","6139","RPL17","ENSG00000265681"
"gene9045","RPL17-C18orf32","100526842","RPL17-C18orf32","ENSG00000215472"
"gene9046","RPL17","6139","RPL17","ENSG00000265681"
"gene9047","LIPG","9388","LIPG","ENSG00000101670"
"gene9048","ACAA2","10449","ACAA2","ENSG00000167315"
"gene9049","MYO5B","4645","MYO5B","ENSG00000167306"
"gene9050","MBD1","4152","MBD1","ENSG00000141644"
"gene9051","MBD1","4152","MBD1","ENSG00000141644"
"gene9052","SKA1","220134","SKA1","ENSG00000154839"
"gene9053","MAPK4","5596","MAPK4","ENSG00000141639"
"gene9054","ME2","4200","ME2","ENSG00000082212"
"gene9055","ELAC1","55520","ELAC1","ENSG00000141642"
"gene9056","SMAD4","4089","SMAD4","ENSG00000141646"
"gene9057","MEX3C","51320","MEX3C","ENSG00000176624"
"gene9058","DCC","1630","DCC","ENSG00000187323"
"gene9059","MBD2","8932","MBD2","ENSG00000134046"
"gene9060","POLI","11201","POLI","ENSG00000101751"
"gene9061","C18orf54","162681","C18orf54","ENSG00000166845"
"gene9062","C18orf54","162681","C18orf54","ENSG00000166845"
"gene9063","TCF4","6925","TCF4","ENSG00000196628"
"gene9064","TCF4","6925","TCF4","ENSG00000196628"
"gene9065","TXNL1","9352","TXNL1","ENSG00000091164"
"gene9066","WDR7","23335","WDR7","ENSG00000091157"
"gene9067","ST8SIA3","51046","ST8SIA3","ENSG00000177511"
"gene9068","ONECUT2","9480","ONECUT2","ENSG00000119547"
"gene9069","FECH","2235","FECH","ENSG00000066926"
"gene9070","NARS","4677","NARS1","ENSG00000134440"
"gene9071","LOC100505549","","",""
"gene9072","ATP8B1","5205","ATP8B1","ENSG00000081923"
"gene9073","NEDD4L","23327","NEDD4L","ENSG00000049759"
"gene9074","NEDD4L","23327","NEDD4L","ENSG00000049759"
"gene9075","ALPK2","115701","ALPK2","ENSG00000198796"
"gene9076","MALT1","10892","MALT1","ENSG00000172175"
"gene9077","LOC101927322","","",""
"gene9078","ZNF532","55205","ZNF532","ENSG00000074657"
"gene9079","ZNF532","55205","ZNF532","ENSG00000074657"
"gene9080","SEC11C","90701","SEC11C","ENSG00000166562"
"gene9081","GRP","2922","GRP","ENSG00000134443"
"gene9082","RAX","30062","RAX","ENSG00000134438"
"gene9083","LMAN1","3998","LMAN1","ENSG00000074695"
"gene9084","CCBE1","147372","CCBE1","ENSG00000183287"
"gene9085","PMAIP1","5366","PMAIP1","ENSG00000141682"
"gene9086","RNF152","220441","RNF152","ENSG00000176641"
"gene9087","KIAA1468","57614","RELCH","ENSG00000134444"
"gene9088","PIGN","23556","PIGN","ENSG00000197563"
"gene9089","TNFRSF11A","8792","TNFRSF11A","ENSG00000141655"
"gene9090","ZCCHC2","54877","ZCCHC2","ENSG00000141664"
"gene9091","PHLPP1","23239","PHLPP1","ENSG00000081913"
"gene9092","BCL2","596","BCL2","ENSG00000171791"
"gene9093","KDSR","2531","KDSR","ENSG00000119537"
"gene9094","VPS4B","9525","VPS4B","ENSG00000119541"
"gene9095","HMSD","284293","HMSD","ENSG00000221887"
"gene9096","SERPINB8","5271","SERPINB8","ENSG00000166401"
"gene9097","LOC643542","","",""
"gene9098","DSEL","92126","DSEL","ENSG00000171451"
"gene9099","CCDC102B","79839","CCDC102B","ENSG00000150636"
"gene9100","TMX3","54495","TMX3","ENSG00000166479"
"gene9101","DOK6","220164","DOK6","ENSG00000206052"
"gene9102","LOC105372179","105372179","LOC105372179","ENSG00000264845"
"gene9103","RTTN","25914","RTTN","ENSG00000176225"
"gene9104","SOCS6","9306","SOCS6","ENSG00000170677"
"gene9105","LINC01541","100505776","LINC01541","ENSG00000260676"
"gene9106","CBLN2","147381","CBLN2","ENSG00000141668"
"gene9107","LOC100505797","","",""
"gene9108","NETO1","81832","NETO1","ENSG00000166342"
"gene9109","LOC100505797","","",""
"gene9110","TIMM21","29090","TIMM21","ENSG00000075336"
"gene9111","FBXO15","201456","FBXO15","ENSG00000141665"
"gene9112","FBXO15","201456","FBXO15","ENSG00000141665"
"gene9113","CYB5A","1528","CYB5A","ENSG00000166347"
"gene9114","C18orf63","644041","C18orf63","ENSG00000206043"
"gene9115","FAM69C","125704","DIPK1C","ENSG00000187773"
"gene9116","CNDP2","55748","CNDP2","ENSG00000133313"
"gene9117","CNDP1","84735","CNDP1","ENSG00000150656"
"gene9118","LINC00909","400657","ZNF407-AS1","ENSG00000264247"
"gene9119","ZADH2","284273","PTGR3","ENSG00000180011"
"gene9120","TSHZ1","10194","TSHZ1","ENSG00000179981"
"gene9121","TSHZ1","10194","TSHZ1","ENSG00000179981"
"gene9122","LOC101927989","","",""
"gene9123","C18orf65","400658","ZNF516-DT","ENSG00000275763"
"gene9124","ZNF516","9658","ZNF516","ENSG00000101493"
"gene9125","LINC00908","284276","LINC00908","ENSG00000266256"
"gene9126","ZNF236","7776","ZNF236","ENSG00000130856"
"gene9127","LOC100131655","","",""
"gene9128","ZNF236","7776","ZNF236","ENSG00000130856"
"gene9129","MBP","4155","MBP","ENSG00000197971"
"gene9130","MBP","4155","MBP","ENSG00000197971"
"gene9131","GALR1","2587","GALR1","ENSG00000166573"
"gene9132","SALL3","27164","SALL3","ENSG00000256463"
"gene9133","ATP9B","374868","ATP9B","ENSG00000166377"
"gene9134","NFATC1","4772","NFATC1","ENSG00000131196"
"gene9135","NFATC1","4772","NFATC1","ENSG00000131196"
"gene9136","CTDP1","9150","CTDP1","ENSG00000060069"
"gene9137","LOC284241","","",""
"gene9138","KCNG2","26251","KCNG2","ENSG00000178342"
"gene9139","PQLC1","80148","SLC66A2","ENSG00000122490"
"gene9140","HSBP1L1","440498","HSBP1L1","ENSG00000226742"
"gene9141","TXNL4A","10907","TXNL4A","ENSG00000141759"
"gene9142","RBFA","79863","RBFA","ENSG00000101546"
"gene9143","TXNL4A","10907","TXNL4A","ENSG00000141759"
"gene9144","PARD6G","84552","PARD6G","ENSG00000178184"
"gene9145","PLPP2","8612","PLPP2","ENSG00000141934"
"gene9146","PLPP2","8612","PLPP2","ENSG00000141934"
"gene9147","MIER2","54531","MIER2","ENSG00000105556"
"gene9148","C2CD4C","126567","C2CD4C","ENSG00000183186"
"gene9149","SHC2","25759","SHC2","ENSG00000129946"
"gene9150","MADCAM1","8174","MADCAM1","ENSG00000099866"
"gene9151","TPGS1","91978","TPGS1","ENSG00000141933"
"gene9152","CDC34","997","CDC34","ENSG00000099804"
"gene9153","BSG","682","BSG","ENSG00000172270"
"gene9154","BSG","682","BSG","ENSG00000172270"
"gene9155","HCN2","610","HCN2","ENSG00000099822"
"gene9156","POLRMT","5442","POLRMT","ENSG00000099821"
"gene9157","FGF22","27006","FGF22","ENSG00000070388"
"gene9158","FGF22","27006","FGF22","ENSG00000070388"
"gene9159","RNF126","55658","RNF126","ENSG00000070423"
"gene9160","FSTL3","10272","FSTL3","ENSG00000070404"
"gene9161","PRSS57","400668","PRSS57","ENSG00000185198"
"gene9162","PALM","5064","PALM","ENSG00000099864"
"gene9163","MISP","126353","MISP","ENSG00000099812"
"gene9164","PTBP1","5725","PTBP1","ENSG00000011304"
"gene9165","MIR4745","100616459","MIR4745","ENSG00000284361"
"gene9166","MIR3187","100422854","MIR3187","ENSG00000263414"
"gene9167","PLPPR3","79948","PLPPR3","ENSG00000129951"
"gene9168","AZU1","566","AZU1","ENSG00000172232"
"gene9169","PRTN3","5657","PRTN3","ENSG00000196415"
"gene9170","ELANE","1991","ELANE","ENSG00000197561"
"gene9171","CFD","1675","CFD","ENSG00000197766"
"gene9172","RNU6-2","103625684","RNU6-2","ENSG00000207357"
"gene9173","MED16","10025","MED16","ENSG00000175221"
"gene9174","R3HDM4","91300","R3HDM4","ENSG00000198858"
"gene9175","KISS1R","84634","KISS1R","ENSG00000116014"
"gene9176","ARID3A","1820","ARID3A","ENSG00000116017"
"gene9177","WDR18","57418","WDR18","ENSG00000065268"
"gene9178","GRIN3B","116444","GRIN3B","ENSG00000116032"
"gene9179","RNU6-2","103625684","RNU6-2","ENSG00000207357"
"gene9180","TMEM259","91304","TMEM259","ENSG00000182087"
"gene9181","CNN2","1265","CNN2","ENSG00000064666"
"gene9182","ABCA7","10347","ABCA7","ENSG00000064687"
"gene9183","ARHGAP45","23526","ARHGAP45","ENSG00000180448"
"gene9184","ARHGAP45","23526","ARHGAP45","ENSG00000180448"
"gene9185","ARHGAP45","23526","ARHGAP45","ENSG00000180448"
"gene9186","ARHGAP45","23526","ARHGAP45","ENSG00000180448"
"gene9187","ARHGAP45","23526","ARHGAP45","ENSG00000180448"
"gene9188","GPX4","2879","GPX4","ENSG00000167468"
"gene9189","GPX4","2879","GPX4","ENSG00000167468"
"gene9190","SBNO2","22904","SBNO2","ENSG00000064932"
"gene9191","SBNO2","22904","SBNO2","ENSG00000064932"
"gene9192","STK11","6794","STK11","ENSG00000118046"
"gene9193","CBARP","255057","CBARP","ENSG00000099625"
"gene9194","ATP5D","513","ATP5F1D","ENSG00000099624"
"gene9195","MIDN","90007","MIDN","ENSG00000167470"
"gene9196","CIRBP","1153","CIRBP","ENSG00000099622"
"gene9197","CIRBP","1153","CIRBP","ENSG00000099622"
"gene9198","C19orf24","55009","FAM174C","ENSG00000228300"
"gene9199","EFNA2","1943","EFNA2","ENSG00000099617"
"gene9200","MUM1","84939","PWWP3A","ENSG00000160953"
"gene9201","MUM1","84939","PWWP3A","ENSG00000160953"
"gene9202","NDUFS7","374291","NDUFS7","ENSG00000115286"
"gene9203","GAMT","2593","GAMT","ENSG00000130005"
"gene9204","DAZAP1","26528","DAZAP1","ENSG00000071626"
"gene9205","RPS15","6209","RPS15","ENSG00000115268"
"gene9206","RPS15","6209","RPS15","ENSG00000115268"
"gene9207","APC2","10297","APC2","ENSG00000115266"
"gene9208","C19orf25","148223","C19orf25","ENSG00000119559"
"gene9209","REEP6","92840","REEP6","ENSG00000115255"
"gene9210","PCSK4","54760","PCSK4","ENSG00000115257"
"gene9211","ADAMTSL5","339366","ADAMTSL5","ENSG00000185761"
"gene9212","PLK5","126520","PLK5","ENSG00000185988"
"gene9213","MEX3D","399664","MEX3D","ENSG00000181588"
"gene9214","MBD3","53615","MBD3","ENSG00000071655"
"gene9215","UQCR11","10975","UQCR11","ENSG00000127540"
"gene9216","TCF3","6929","TCF3","ENSG00000071564"
"gene9217","TCF3","6929","TCF3","ENSG00000071564"
"gene9218","ONECUT3","390874","ONECUT3","ENSG00000205922"
"gene9219","ATP8B3","148229","ATP8B3","ENSG00000130270"
"gene9220","ATP8B3","148229","ATP8B3","ENSG00000130270"
"gene9221","MIR1909","100302210","MIR1909","ENSG00000284216"
"gene9222","LOC100288123","100288123","LOC100288123","ENSG00000267244"
"gene9223","REXO1","57455","REXO1","ENSG00000079313"
"gene9224","KLF16","83855","KLF16","ENSG00000129911"
"gene9225","ABHD17A","81926","ABHD17A","ENSG00000129968"
"gene9226","ADAT3","113179","ADAT3","ENSG00000213638"
"gene9227","SCAMP4","113178","SCAMP4","ENSG00000227500"
"gene9228","CSNK1G2","1455","CSNK1G2","ENSG00000133275"
"gene9229","CSNK1G2-AS1","255193","CSNK1G2-AS1","ENSG00000180846"
"gene9230","BTBD2","55643","BTBD2","ENSG00000133243"
"gene9231","MKNK2","2872","MKNK2","ENSG00000099875"
"gene9232","IZUMO4","113177","IZUMO4","ENSG00000099840"
"gene9233","MOB3A","126308","MOB3A","ENSG00000172081"
"gene9234","AP3D1","8943","AP3D1","ENSG00000065000"
"gene9235","DOT1L","84444","DOT1L","ENSG00000104885"
"gene9236","MIR1227","100302283","MIR1227","ENSG00000221411"
"gene9237","SF3A2","8175","SF3A2","ENSG00000104897"
"gene9238","MIR6789","102466736","MIR6789","ENSG00000284129"
