"","orig_GS","orig_ensembl_id","entrenzID","new_GS"
"gene_symbol37022","BICD2","ENSG00000185963","23299","BICD2"
"gene_symbol37023","DSTNP4","ENSG00000215034","729454","DSTNP4"
"gene_symbol37024","AC011603.1","ENSG00000257346","",""
"gene_symbol37025","OR7E83P","ENSG00000249866","391630","OR7E83P"
"gene_symbol37026","AC009121.2","ENSG00000262703","",""
"gene_symbol37027","LINC01964","ENSG00000260840","100996478","LINC01964"
"gene_symbol37028","FKBP4P8","ENSG00000276457","643880","FKBP4P8"
"gene_symbol37029","PITPNA","ENSG00000174238","5306","PITPNA"
"gene_symbol37030","AC114947.2","ENSG00000261604","",""
"gene_symbol37031","AC092329.1","ENSG00000269107","",""
"gene_symbol37032","PGAM1P4","ENSG00000214041","",""
"gene_symbol37033","POU3F4","ENSG00000196767","5456","POU3F4"
"gene_symbol37034","OR1L4","ENSG00000136939","254973","OR1L4"
"gene_symbol37035","AL645933.1","ENSG00000233902","",""
"gene_symbol37036","EEF1A1P17","ENSG00000257907","401717","EEF1A1P17"
"gene_symbol37037","AC096644.2","ENSG00000235163","",""
"gene_symbol37038","LSM12","ENSG00000161654","124801","LSM12"
"gene_symbol37039","KLHL12","ENSG00000117153","59349","KLHL12"
"gene_symbol37040","RN7SL544P","ENSG00000275230","106481070","RN7SL544P"
"gene_symbol37041","HSPB8","ENSG00000152137","26353","HSPB8"
"gene_symbol37042","DEFB121","ENSG00000204548","245934","DEFB121"
"gene_symbol37043","RAPGEF4-AS1","ENSG00000228016","91149","RAPGEF4-AS1"
"gene_symbol37044","AC126696.2","ENSG00000260466","",""
"gene_symbol37045","AC012186.2","ENSG00000261131","",""
"gene_symbol37046","CDKN1A","ENSG00000124762","1026","CDKN1A"
"gene_symbol37047","ALPG","ENSG00000163286","251","ALPG"
"gene_symbol37048","PABPC4","ENSG00000090621","8761","PABPC4"
"gene_symbol37049","AL035407.1","ENSG00000226814","100130137","LOC100130137"
"gene_symbol37050","MIR29B2CHG","ENSG00000203709","",""
"gene_symbol37051","RNU4-22P","ENSG00000222990","107057646","RNU4-22P"
"gene_symbol37052","AC017037.2","ENSG00000250475","100132922","RPL6P11"
"gene_symbol37053","ILF3-DT","ENSG00000267100","147727","ILF3-DT"
"gene_symbol37054","APOBEC3F","ENSG00000128394","200316","APOBEC3F"
"gene_symbol37055","LINC01443","ENSG00000266554","400644","LINC01443"
"gene_symbol37056","AC048351.1","ENSG00000236297","100421815","EEF1A1P23"
"gene_symbol37057","TRIM49B","ENSG00000182053","283116","TRIM49B"
"gene_symbol37058","AC087857.1","ENSG00000229642","",""
"gene_symbol37059","CICP21","ENSG00000278455","100420263","CICP21"
"gene_symbol37060","HGF","ENSG00000019991","3082","HGF"
"gene_symbol37061","TAPT1","ENSG00000169762","202018","TAPT1"
"gene_symbol37062","DDX11-AS1","ENSG00000245614","100506660","DDX11-AS1"
"gene_symbol37063","RPL7P42","ENSG00000241825","",""
"gene_symbol37064","HPRT1","ENSG00000165704","3251","HPRT1"
"gene_symbol37065","AP002807.1","ENSG00000255031","",""
"gene_symbol37066","AC239860.4","ENSG00000287374","",""
"gene_symbol37067","USP44","ENSG00000136014","84101","USP44"
"gene_symbol37068","STXBP5-AS1","ENSG00000233452","729178","STXBP5-AS1"
"gene_symbol37069","AP003400.5","ENSG00000279697","",""
"gene_symbol37070","AC010168.2","ENSG00000261324","",""
"gene_symbol37071","STAU2-AS1","ENSG00000253302","100128126","STAU2-AS1"
"gene_symbol37072","TNFRSF21","ENSG00000146072","27242","TNFRSF21"
"gene_symbol37073","AL162573.1","ENSG00000288552","",""
"gene_symbol37074","SEPTIN7P2","ENSG00000214765","641977","SEPTIN7P2"
"gene_symbol37075","BNIP3P2","ENSG00000236097","100421754","BNIP3P2"
"gene_symbol37076","FBXO24","ENSG00000106336","26261","FBXO24"
"gene_symbol37077","UFSP1","ENSG00000176125","402682","UFSP1"
"gene_symbol37078","PPP1R14B","ENSG00000173457","26472","PPP1R14B"
"gene_symbol37079","ENSAP1","ENSG00000224274","170511","ENSAP1"
"gene_symbol37080","MMP7","ENSG00000137673","4316","MMP7"
"gene_symbol37081","SPTLC1P1","ENSG00000230397","100874511","SPTLC1P1"
"gene_symbol37082","ZBED9","ENSG00000232040","114821","ZBED9"
"gene_symbol37083","OR10G5P","ENSG00000226461","",""
"gene_symbol37084","AC136759.1","ENSG00000205035","440040","GRM5P1"
"gene_symbol37085","AC073111.3","ENSG00000284691","728743","LOC728743"
"gene_symbol37086","AL590807.1","ENSG00000286746","",""
"gene_symbol37087","AC008429.4","ENSG00000254328","",""
"gene_symbol37088","AP003385.1","ENSG00000227834","",""
"gene_symbol37089","LINC01963","ENSG00000260804","150967","LINC01963"
"gene_symbol37090","AC138517.1","ENSG00000249689","",""
"gene_symbol37091","UBE2E1-AS1","ENSG00000223791","100874092","UBE2E1-AS1"
"gene_symbol37092","AC023491.2","ENSG00000278633","",""
"gene_symbol37093","ZNF587P1","ENSG00000223965","",""
"gene_symbol37094","GPX5","ENSG00000224586","2880","GPX5"
"gene_symbol37095","AKR1C3","ENSG00000196139","8644","AKR1C3"
"gene_symbol37096","MAP1A","ENSG00000166963","4130","MAP1A"
"gene_symbol37097","C11orf80","ENSG00000173715","79703","C11orf80"
"gene_symbol37098","CLPTM1LP1","ENSG00000271036","106480241","CLPTM1LP1"
"gene_symbol37099","ZNF133","ENSG00000125846","7692","ZNF133"
"gene_symbol37100","WBP2","ENSG00000132471","23558","WBP2"
"gene_symbol37101","TOMM20P2","ENSG00000255987","",""
"gene_symbol37102","ACTG1P16","ENSG00000260298","100418960","ACTG1P16"
"gene_symbol37103","GXYLT1P1","ENSG00000230931","",""
"gene_symbol37104","ATP5MC1P2","ENSG00000283016","",""
"gene_symbol37105","AP005018.2","ENSG00000254851","",""
"gene_symbol37106","CALCRL","ENSG00000064989","10203","CALCRL"
"gene_symbol37107","CCDC113","ENSG00000103021","29070","CCDC113"
"gene_symbol37108","AL591866.1","ENSG00000229519","",""
"gene_symbol37109","AC006366.1","ENSG00000244000","",""
"gene_symbol37110","AC117392.1","ENSG00000239706","",""
"gene_symbol37111","BX276092.1","ENSG00000224617","",""
"gene_symbol37112","AL157904.1","ENSG00000272715","",""
"gene_symbol37113","MTND1P10","ENSG00000229088","",""
"gene_symbol37114","AL392185.1","ENSG00000229345","",""
"gene_symbol37115","AC004951.4","ENSG00000273432","",""
"gene_symbol37116","AC073911.1","ENSG00000279466","",""
"gene_symbol37117","AC007450.2","ENSG00000274551","",""
"gene_symbol37118","AC122714.1","ENSG00000250749","",""
"gene_symbol37119","SLAMF8","ENSG00000158714","56833","SLAMF8"
"gene_symbol37120","COPS4","ENSG00000138663","51138","COPS4"
"gene_symbol37121","AC012405.1","ENSG00000287704","",""
"gene_symbol37122","CEBPD","ENSG00000221869","1052","CEBPD"
"gene_symbol37123","AACS","ENSG00000081760","65985","AACS"
"gene_symbol37124","AC107463.1","ENSG00000248434","",""
"gene_symbol37125","PXN-AS1","ENSG00000255857","100506649","PXN-AS1"
"gene_symbol37126","NIPBL-DT","ENSG00000285967","646719","NIPBL-DT"
"gene_symbol37127","AC245427.2","ENSG00000286569","",""
